  0.434869686  0.434796075  0.434582721  0.434547120  0.434524633  0.434344909  0.434230160  0.434111546  0.434111993  0.433885492  0.433948489  0.433709276  0.433628320  0.433442995  0.433456432  0.433269196  0.433132209  0.433103540  0.433045741  0.432956717  0.432880673  0.432595629  0.432679265  0.432502466  0.432499603
  0.459386733  0.459166022  0.458948730  0.458854613  0.458697027  0.458573202  0.458373821  0.458197538  0.458154419  0.457855198  0.457813725  0.457509157  0.457395134  0.457128205  0.456998255  0.456821743  0.456731486  0.456493456  0.456380033  0.456212148  0.456119183  0.455725143  0.455770222  0.455568857  0.455345898
  0.478090347  0.477804888  0.477568683  0.477352238  0.477244301  0.477006696  0.476709698  0.476505686  0.476431068  0.476094653  0.475998107  0.475680450  0.475522061  0.475262801  0.475115353  0.474803614  0.474594388  0.474361026  0.474281896  0.474044017  0.473877233  0.473503003  0.473486915  0.473102727  0.472944169
  0.492963322  0.492628070  0.492415926  0.492127020  0.492008284  0.491723536  0.491410161  0.491182687  0.491027586  0.490674419  0.490515547  0.490192291  0.489941864  0.489683435  0.489484656  0.489139526  0.488892202  0.488638467  0.488472217  0.488247076  0.488042105  0.487576416  0.487482106  0.487209702  0.486944393
  0.505205781  0.504947210  0.504639504  0.504325888  0.504106404  0.503823121  0.503484150  0.503230562  0.503013850  0.502641269  0.502459049  0.502027696  0.501856869  0.501525871  0.501367691  0.500976042  0.500676318  0.500316550  0.500146429  0.499922532  0.499623880  0.499146137  0.498983911  0.498612511  0.498378507
  0.515498994  0.515198932  0.514846413  0.514525099  0.514253616  0.513922292  0.513548089  0.513339492  0.513059396  0.512660015  0.512431415  0.512056411  0.511785077  0.511394832  0.511200127  0.510773714  0.510509935  0.510103199  0.509899214  0.509632959  0.509327315  0.508842998  0.508608367  0.508229504  0.507923782
  0.524184179  0.523967421  0.523516459  0.523168205  0.522891402  0.522499650  0.522104309  0.521919274  0.521605700  0.521133959  0.520917768  0.520461620  0.520290401  0.519874428  0.519627772  0.519105090  0.518888505  0.518423058  0.518184805  0.517958647  0.517560735  0.517068520  0.516792866  0.516467221  0.516131338
  0.531704485  0.531450321  0.531050803  0.530638063  0.530341481  0.529908176  0.529488553  0.529265038  0.528893847  0.528463831  0.528247656  0.527720981  0.527523113  0.527093676  0.526776451  0.526235302  0.526058813  0.525581067  0.525277508  0.525002357  0.524655866  0.524123694  0.523829520  0.523486835  0.523032420
  0.538201282  0.537936658  0.537513984  0.537088586  0.536782902  0.536363142  0.535965877  0.535659589  0.535219957  0.534823962  0.534616166  0.533984889  0.533840711  0.533339951  0.533063545  0.532520770  0.532259572  0.531825192  0.531439579  0.531083764  0.530752131  0.530182565  0.529895614  0.529507900  0.529085732
  0.543904595  0.543585993  0.543163811  0.542765155  0.542401648  0.541983845  0.541506381  0.541257134  0.540778703  0.540404537  0.540140522  0.539472484  0.539276683  0.538834413  0.538505698  0.538012628  0.537600377  0.537188619  0.536824682  0.536519578  0.536109771  0.535507649  0.535292830  0.534840100  0.534340470
