 -1.148207983 -1.148308334 -1.148221402 -1.148426742 -1.148505821 -1.148444927 -1.148439795 -1.148352748 -1.148542825 -1.148600951 -1.148685780 -1.148673254 -1.148575616 -1.148454338 -1.148761179 -1.148715806 -1.148462408 -1.148540014 -1.148890120 -1.148735675 -1.148621084 -1.148530426 -1.148591771 -1.148670153 -1.148643171
 -1.149292381 -1.149384784 -1.149412502 -1.149431434 -1.149409717 -1.149433826 -1.149458432 -1.149457456 -1.149463867 -1.149608772 -1.149643570 -1.149560706 -1.149530636 -1.149576754 -1.149648109 -1.149580198 -1.149613731 -1.149643637 -1.149586937 -1.149499461 -1.149572178 -1.149583497 -1.149689901 -1.149575885 -1.149396513
 -1.149704681 -1.150058067 -1.149805859 -1.149720188 -1.149924609 -1.150009555 -1.150034835 -1.149857083 -1.149996370 -1.149867080 -1.150119211 -1.150047984 -1.150018220 -1.150064753 -1.150184127 -1.150079747 -1.149894017 -1.150082643 -1.150089830 -1.150095187 -1.150076146 -1.150157919 -1.150016468 -1.150040392 -1.150116604
 -1.150104423 -1.150009031 -1.150203246 -1.150186963 -1.150305579 -1.150395874 -1.150279636 -1.150297317 -1.150473718 -1.150340038 -1.150339527 -1.150443193 -1.150258640 -1.150372792 -1.150361234 -1.150410230 -1.150359316 -1.150253118 -1.150251916 -1.150383663 -1.150347088 -1.150276502 -1.150159096 -1.150593736 -1.150240705
 -1.150255480 -1.150380222 -1.150348159 -1.150520195 -1.150505213 -1.150440223 -1.150461036 -1.150496338 -1.150467100 -1.150487310 -1.150558945 -1.150389133 -1.150653214 -1.150511738 -1.150745887 -1.150708122 -1.150591133 -1.150453233 -1.150547309 -1.150528567 -1.150433489 -1.150485749 -1.150616689 -1.150363800 -1.150384886
 -1.150377826 -1.150445668 -1.150568794 -1.150553588 -1.150583872 -1.150515773 -1.150618920 -1.150635765 -1.150750007 -1.150736254 -1.150619766 -1.150778477 -1.150724075 -1.150673584 -1.150641802 -1.150781850 -1.150648230 -1.150598271 -1.150731880 -1.150692433 -1.150817929 -1.150652402 -1.150593994 -1.150682990 -1.150636412
 -1.150542475 -1.150701784 -1.150553936 -1.150454706 -1.150681687 -1.150619659 -1.150709269 -1.150845274 -1.150618173 -1.150737139 -1.150681582 -1.150713881 -1.150746530 -1.150779698 -1.150841680 -1.150776626 -1.150724971 -1.150676654 -1.150628431 -1.150821528 -1.150694378 -1.150692589 -1.150692337 -1.150797395 -1.150872035
 -1.150617530 -1.150655622 -1.150884588 -1.150718177 -1.150814007 -1.150705541 -1.150695324 -1.150836358 -1.150723963 -1.150817819 -1.150800318 -1.150720525 -1.150828648 -1.150966006 -1.150901433 -1.150803331 -1.150825043 -1.150913149 -1.150865314 -1.150692786 -1.150932120 -1.150813397 -1.150687329 -1.150713817 -1.150627405
 -1.150546032 -1.150658643 -1.150647081 -1.150703642 -1.150748360 -1.150719722 -1.150813322 -1.150829291 -1.150836917 -1.150784786 -1.150900698 -1.150863339 -1.150969439 -1.150777931 -1.150767855 -1.150880450 -1.150935500 -1.150810384 -1.150925441 -1.150778518 -1.150897340 -1.150856842 -1.150835855 -1.150834907 -1.150802666
 -1.150711769 -1.150725724 -1.150726976 -1.150749731 -1.150831914 -1.150736224 -1.150815213 -1.150794886 -1.150854882 -1.150745398 -1.150851080 -1.150946258 -1.150862632 -1.150810986 -1.150936997 -1.150943306 -1.150905289 -1.150950222 -1.150940713 -1.151057820 -1.150925968 -1.150983907 -1.151034999 -1.150803953 -1.150712289
 -1.150675940 -1.150648500 -1.150754866 -1.150868558 -1.150836865 -1.150900871 -1.150863403 -1.150852231 -1.150900305 -1.150861462 -1.150791012 -1.150908853 -1.150941173 -1.150899649 -1.150995076 -1.150869827 -1.151009487 -1.150955936 -1.150802394 -1.150933845 -1.150847371 -1.150754021 -1.150914532 -1.150828115 -1.150909628
 -1.150778152 -1.150748738 -1.150923106 -1.150887313 -1.150807541 -1.150988775 -1.150865642 -1.150850965 -1.150840517 -1.150974416 -1.151076254 -1.150936472 -1.151139484 -1.151027572 -1.150963001 -1.151040633 -1.150956201 -1.150843489 -1.151116584 -1.150967400 -1.150938176 -1.151011260 -1.150933833 -1.150984440 -1.150922368
 -1.150775569 -1.150727768 -1.150830150 -1.150957368 -1.150816258 -1.150763787 -1.150920845 -1.150857631 -1.150939606 -1.150837376 -1.151077598 -1.151056715 -1.151035936 -1.150962789 -1.150862686 -1.150960756 -1.151004431 -1.150907573 -1.151039519 -1.151026903 -1.150968086 -1.151045926 -1.150930740 -1.150920156 -1.150884936
 -1.150896911 -1.150750056 -1.150859494 -1.150769165 -1.150753137 -1.150945556 -1.150915561 -1.150904356 -1.150979295 -1.150905001 -1.150941592 -1.151003758 -1.151096491 -1.150930736 -1.150962549 -1.150962624 -1.151092310 -1.151214873 -1.151115734 -1.150991405 -1.151095217 -1.150987251 -1.150987771 -1.151004926 -1.150914360
 -1.150701240 -1.150779036 -1.150754977 -1.150771249 -1.151133589 -1.150885915 -1.150898991 -1.150988145 -1.151004810 -1.151004457 -1.151071142 -1.151064719 -1.150975596 -1.151043612 -1.150879356 -1.151083267 -1.151105028 -1.150973218 -1.150936294 -1.151090610 -1.150910932 -1.150990913 -1.151036150 -1.150912935 -1.150997191
 -1.150820371 -1.150886562 -1.150917347 -1.150901143 -1.150896575 -1.150945405 -1.151020479 -1.151069544 -1.151134207 -1.150952733 -1.150976179 -1.151074012 -1.150943139 -1.150976406 -1.151105517 -1.150965489 -1.150916625 -1.150988719 -1.150938337 -1.151012094 -1.150885122 -1.151002493 -1.151194366 -1.151071932 -1.151124597
 -1.150963130 -1.150729126 -1.150893827 -1.150822456 -1.150931756 -1.151037348 -1.150888740 -1.151009084 -1.150893750 -1.150996525 -1.151003826 -1.151056938 -1.151072490 -1.150996427 -1.151037358 -1.151119124 -1.151087357 -1.151134958 -1.151107303 -1.151018740 -1.150905678 -1.151052808 -1.151104356 -1.150931165 -1.150721428
 -1.150812612 -1.150789184 -1.150917243 -1.150892647 -1.150931984 -1.151061190 -1.150829449 -1.151031490 -1.151138644 -1.150984588 -1.151105133 -1.151040254 -1.151202537 -1.150985456 -1.151052456 -1.150949534 -1.151195001 -1.151068563 -1.150988834 -1.150951380 -1.150992355 -1.150886462 -1.150937255 -1.150976208 -1.151000271
 -1.150657110 -1.150882074 -1.150984536 -1.151060727 -1.151040088 -1.150889332 -1.150870818 -1.151035650 -1.151015674 -1.150983351 -1.151004578 -1.151075779 -1.151105691 -1.150978508 -1.151007545 -1.151027325 -1.150894838 -1.151064278 -1.150968482 -1.151107538 -1.151124258 -1.151034106 -1.150916463 -1.150827601 -1.150884964
 -1.150779860 -1.151061977 -1.150963631 -1.151021527 -1.150755471 -1.150998227 -1.151024422 -1.150975711 -1.151044578 -1.150927671 -1.151142569 -1.151097254 -1.151080402 -1.150949137 -1.150900429 -1.150991889 -1.150923877 -1.151025441 -1.151018046 -1.151030088 -1.150991309 -1.151092885 -1.150972925 -1.150982707 -1.150666042
 -1.150695733 -1.150848199 -1.150985063 -1.150878825 -1.150943032 -1.150954777 -1.150936322 -1.151025238 -1.151001159 -1.150944281 -1.151035906 -1.151001572 -1.151012424 -1.150936151 -1.151079003 -1.150876021 -1.151011823 -1.151035195 -1.150997621 -1.151127896 -1.151122193 -1.151015325 -1.150885264 -1.150997298 -1.150854384
 -1.150955363 -1.150811599 -1.150832415 -1.150910389 -1.150872275 -1.150903332 -1.151030195 -1.150975791 -1.150888970 -1.150961484 -1.151120442 -1.150942485 -1.151041319 -1.150898673 -1.150996247 -1.151161032 -1.151175005 -1.151079824 -1.150987343 -1.150980541 -1.151117604 -1.151029127 -1.150867085 -1.150996212 -1.150895950
 -1.150728871 -1.150823095 -1.150806320 -1.150940229 -1.150968138 -1.150962740 -1.151096214 -1.150918227 -1.151058083 -1.150930800 -1.151132258 -1.150915780 -1.150915717 -1.150918224 -1.151126534 -1.150899035 -1.151067157 -1.150922788 -1.151168306 -1.151027719 -1.151080681 -1.151063673 -1.150931402 -1.150948678 -1.150915863
 -1.150902099 -1.150777932 -1.150862666 -1.150944650 -1.150920258 -1.150880157 -1.151041053 -1.150876108 -1.151181977 -1.151025678 -1.151037621 -1.151120789 -1.150937259 -1.150945421 -1.151067569 -1.151061030 -1.150988402 -1.151117797 -1.150951404 -1.150988079 -1.150932011 -1.151006138 -1.151089972 -1.150880879 -1.151030753
 -1.150946955 -1.150747424 -1.150878275 -1.150940786 -1.150962365 -1.150898168 -1.150993981 -1.150932666 -1.151033172 -1.151146314 -1.150848993 -1.151160903 -1.150988844 -1.151090948 -1.150954138 -1.151041857 -1.150977221 -1.151038225 -1.150935571 -1.151020284 -1.151060739 -1.150907094 -1.151046046 -1.150903120 -1.150831572
