  -0.49779  -0.74224  -0.89455  -0.99255  -1.05636  -1.09723  -1.12340  -1.13849  -1.14628  -1.14875  -1.14730  -1.14317  -1.13720  -1.12952  -1.12111  -1.11194  -1.10245  -1.09251  -1.08277  -1.07270  -1.06321  -1.05351  -1.04420  -1.03504  -1.02621  -1.01754  -1.00922  -1.00128  -0.99359  -0.98616  -0.97936  -0.97257  -0.96600  -0.96012  -0.95430  -0.94861  -0.94351  -0.93855  -0.93393  -0.92928  -0.92503  -0.92137  -0.91750  -0.91427  -0.91036  -0.90752  -0.90483  -0.90244  -0.89940  -0.89721  -0.89519  -0.89281  -0.89085  -0.88837  -0.88771  -0.88587  -0.88304  -0.88243  -0.88098  -0.88036
  -0.50034  -0.74494  -0.89721  -0.99531  -1.05875  -1.09957  -1.12514  -1.13996  -1.14737  -1.14953  -1.14800  -1.14360  -1.13735  -1.12981  -1.12114  -1.11188  -1.10248  -1.09265  -1.08277  -1.07307  -1.06340  -1.05391  -1.04472  -1.03576  -1.02722  -1.01875  -1.01075  -1.00339  -0.99624  -0.98921  -0.98278  -0.97667  -0.97075  -0.96566  -0.96035  -0.95569  -0.95122  -0.94698  -0.94345  -0.94014  -0.93698  -0.93401  -0.93180  -0.92949  -0.92704  -0.92577  -0.92400  -0.92223  -0.92163  -0.92069  -0.91976  -0.91909  -0.91938  -0.91895  -0.91927  -0.91869  -0.91979  -0.91985  -0.92044  -0.92146
  -0.50136  -0.74604  -0.89841  -0.99643  -1.05955  -1.10035  -1.12593  -1.14072  -1.14793  -1.14998  -1.14832  -1.14392  -1.13746  -1.12988  -1.12118  -1.11200  -1.10239  -1.09262  -1.08273  -1.07310  -1.06342  -1.05416  -1.04505  -1.03631  -1.02801  -1.01997  -1.01223  -1.00518  -0.99828  -0.99173  -0.98616  -0.98045  -0.97535  -0.97045  -0.96644  -0.96301  -0.95942  -0.95636  -0.95390  -0.95188  -0.94998  -0.94837  -0.94710  -0.94603  -0.94501  -0.94386  -0.94236  -0.94018  -0.93702  -0.93228  -0.92490  -0.91262  -0.89712  -0.86649  -0.83249  -0.73948  -0.91979  -0.91985  -0.92044  -0.92146
  -0.50215  -0.74696  -0.89937  -0.99703  -1.06031  -1.10108  -1.12638  -1.14100  -1.14837  -1.15033  -1.14858  -1.14395  -1.13765  -1.12986  -1.12124  -1.11202  -1.10237  -1.09259  -1.08274  -1.07304  -1.06364  -1.05441  -1.04525  -1.03661  -1.02834  -1.02067  -1.01309  -1.00625  -0.99957  -0.99329  -0.98776  -0.98245  -0.97752  -0.97331  -0.96899  -0.96528  -0.96161  -0.95781  -0.95471  -0.95133  -0.94847  -0.94606  -0.94508  -0.94479  -0.94494  -0.94230  -0.93384  -0.91765  -0.89752  -0.87509  -0.85299  -0.83325  -0.81938  -0.80672  -0.79899  -0.79239  -0.78835  -0.78522  -0.78402  -0.78076
  -0.50256  -0.74720  -0.89965  -0.99752  -1.06077  -1.10144  -1.12657  -1.14125  -1.14870  -1.15050  -1.14870  -1.14412  -1.13785  -1.13002  -1.12131  -1.11197  -1.10245  -1.09270  -1.08290  -1.07305  -1.06368  -1.05438  -1.04542  -1.03700  -1.02877  -1.02094  -1.01347  -1.00658  -0.99995  -0.99380  -0.98810  -0.98259  -0.97786  -0.97332  -0.96895  -0.96529  -0.96129  -0.95712  -0.95173  -0.94570  -0.93944  -0.93364  -0.93246  -0.93782  -0.94494  -0.92675  -0.91704  -0.94240  -0.91874  -0.88447  -0.85562  -0.83369  -0.81936  -0.80656  -0.79931  -0.79371  -0.78716  -0.78544  -0.78222  -0.78171
  -0.50292  -0.74775  -0.90015  -0.99777  -1.06112  -1.10185  -1.12694  -1.14174  -1.14874  -1.15066  -1.14880  -1.14423  -1.13781  -1.13002  -1.12114  -1.11202  -1.10240  -1.09260  -1.08277  -1.07297  -1.06367  -1.05446  -1.04559  -1.03699  -1.02891  -1.02104  -1.01363  -1.00659  -0.99991  -0.99387  -0.98812  -0.98288  -0.97779  -0.97314  -0.96892  -0.96511  -0.96154  -0.95789  -0.95508  -0.95328  -0.95088  -0.94775  -0.94720  -0.93977  -0.94355  -0.87408  -0.85650  -0.93946  -0.94060  -0.90022  -0.86007  -0.83482  -0.81976  -0.80671  -0.80048  -0.79271  -0.78842  -0.78593  -0.78317  -0.77930
  -0.50326  -0.74783  -0.90039  -0.99790  -1.06133  -1.10181  -1.12708  -1.14180  -1.14888  -1.15079  -1.14887  -1.14418  -1.13782  -1.13009  -1.12126  -1.11195  -1.10246  -1.09265  -1.08283  -1.07323  -1.06373  -1.05450  -1.04556  -1.03703  -1.02877  -1.02098  -1.01360  -1.00667  -1.00000  -0.99394  -0.98811  -0.98282  -0.97782  -0.97305  -0.96881  -0.96545  -0.96139  -0.95677  -0.95384  -0.95295  -0.95008  -0.94490  -0.94655  -0.91111  -0.93335  -0.87677  -0.85821  -0.91150  -0.92391  -0.92559  -0.86405  -0.83634  -0.82015  -0.80603  -0.79976  -0.79217  -0.78876  -0.78566  -0.78403  -0.78075
  -0.50353  -0.74805  -0.90059  -0.99823  -1.06144  -1.10204  -1.12724  -1.14170  -1.14894  -1.15093  -1.14891  -1.14429  -1.13791  -1.13003  -1.12134  -1.11203  -1.10239  -1.09260  -1.08284  -1.07319  -1.06369  -1.05450  -1.04560  -1.03702  -1.02898  -1.02099  -1.01369  -1.00649  -1.00005  -0.99390  -0.98805  -0.98267  -0.97786  -0.97312  -0.96898  -0.96507  -0.96133  -0.95791  -0.95475  -0.95289  -0.94649  -0.92772  -0.93946  -0.92494  -0.89087  -0.88121  -0.85915  -0.93733  -0.93116  -0.90786  -0.87110  -0.83702  -0.81996  -0.80644  -0.79972  -0.79239  -0.78930  -0.78670  -0.78295  -0.78063
  -0.50357  -0.74838  -0.90069  -0.99836  -1.06155  -1.10219  -1.12736  -1.14185  -1.14902  -1.15094  -1.14890  -1.14425  -1.13790  -1.12994  -1.12132  -1.11196  -1.10242  -1.09239  -1.08287  -1.07310  -1.06376  -1.05449  -1.04558  -1.03702  -1.02878  -1.02106  -1.01370  -1.00665  -1.00010  -0.99371  -0.98794  -0.98269  -0.97782  -0.97311  -0.96906  -0.96494  -0.96125  -0.95698  -0.95166  -0.95093  -0.94882  -0.94265  -0.94457  -0.94316  -0.89754  -0.88709  -0.85993  -0.88609  -0.87497  -0.83738  -0.87952  -0.83761  -0.82009  -0.80717  -0.79888  -0.79271  -0.78835  -0.78502  -0.78370  -0.78113
  -0.50361  -0.74829  -0.90096  -0.99849  -1.06183  -1.10224  -1.12743  -1.14199  -1.14909  -1.15098  -1.14886  -1.14444  -1.13778  -1.13014  -1.12136  -1.11209  -1.10229  -1.09260  -1.08280  -1.07316  -1.06385  -1.05445  -1.04544  -1.03695  -1.02893  -1.02110  -1.01359  -1.00670  -0.99991  -0.99378  -0.98808  -0.98259  -0.97783  -0.97317  -0.96910  -0.96519  -0.96149  -0.95793  -0.95515  -0.95144  -0.94096  -0.94656  -0.92930  -0.93391  -0.90714  -0.89344  -0.86190  -0.83408  -0.88289  -0.83685  -0.89409  -0.83882  -0.82046  -0.80755  -0.79940  -0.79303  -0.78878  -0.78545  -0.78469  -0.78116
  -0.50375  -0.74855  -0.90103  -0.99868  -1.06195  -1.10235  -1.12741  -1.14211  -1.14918  -1.15086  -1.14887  -1.14451  -1.13787  -1.13002  -1.12133  -1.11205  -1.10236  -1.09272  -1.08298  -1.07312  -1.06374  -1.05456  -1.04569  -1.03714  -1.02877  -1.02107  -1.01359  -1.00651  -1.00013  -0.99387  -0.98816  -0.98284  -0.97775  -0.97300  -0.96901  -0.96526  -0.96152  -0.95716  -0.95369  -0.94592  -0.95144  -0.93548  -0.94598  -0.89398  -0.92189  -0.90383  -0.86381  -0.83356  -0.89402  -0.83785  -0.91858  -0.84044  -0.81990  -0.80664  -0.79857  -0.79293  -0.78793  -0.78602  -0.78336  -0.78023
  -0.50370  -0.74849  -0.90091  -0.99874  -1.06205  -1.10229  -1.12749  -1.14194  -1.14927  -1.15077  -1.14905  -1.14433  -1.13791  -1.13005  -1.12118  -1.11202  -1.10236  -1.09256  -1.08287  -1.07314  -1.06380  -1.05455  -1.04572  -1.03703  -1.02887  -1.02100  -1.01353  -1.00649  -0.99985  -0.99393  -0.98780  -0.98270  -0.97788  -0.97309  -0.96904  -0.96532  -0.96134  -0.95811  -0.95466  -0.95329  -0.95111  -0.94927  -0.94119  -0.90049  -0.94231  -0.91914  -0.86590  -0.83374  -0.91169  -0.83782  -0.93198  -0.84177  -0.82028  -0.80684  -0.79981  -0.79267  -0.78802  -0.78550  -0.78380  -0.78177
  -0.50393  -0.74856  -0.90114  -0.99876  -1.06200  -1.10225  -1.12735  -1.14194  -1.14919  -1.15092  -1.14888  -1.14436  -1.13799  -1.13017  -1.12133  -1.11204  -1.10234  -1.09265  -1.08282  -1.07325  -1.06378  -1.05447  -1.04565  -1.03704  -1.02879  -1.02096  -1.01351  -1.00657  -0.99995  -0.99376  -0.98798  -0.98274  -0.97771  -0.97300  -0.96912  -0.96533  -0.96150  -0.95713  -0.95181  -0.95321  -0.95110  -0.94819  -0.91582  -0.90947  -0.92831  -0.94116  -0.86791  -0.83352  -0.93967  -0.83924  -0.87217  -0.84261  -0.82070  -0.80653  -0.79943  -0.79326  -0.78893  -0.78546  -0.78316  -0.78129
  -0.50391  -0.74862  -0.90129  -0.99872  -1.06182  -1.10250  -1.12739  -1.14219  -1.14922  -1.15108  -1.14906  -1.14447  -1.13789  -1.13007  -1.12120  -1.11200  -1.10252  -1.09270  -1.08280  -1.07322  -1.06370  -1.05447  -1.04539  -1.03689  -1.02884  -1.02096  -1.01366  -1.00663  -1.00008  -0.99381  -0.98799  -0.98266  -0.97773  -0.97324  -0.96885  -0.96519  -0.96140  -0.95791  -0.95496  -0.95283  -0.95058  -0.94353  -0.92887  -0.92276  -0.87935  -0.92033  -0.87100  -0.83432  -0.89389  -0.83876  -0.88205  -0.84485  -0.82103  -0.80752  -0.79871  -0.79235  -0.78813  -0.78477  -0.78420  -0.78066
