   0.45502   0.45728   0.45708   0.45555   0.45289   0.44968   0.44589   0.44176   0.43752   0.43299   0.42861   0.42414   0.41965   0.41509   0.41075   0.40610   0.40177   0.39724   0.39291   0.38831   0.38415   0.37970   0.37539   0.37101   0.36661   0.36222   0.35780   0.35339   0.34895   0.34444   0.34022   0.33569   0.33106   0.32670   0.32227   0.31775   0.31331   0.30886   0.30445   0.29981   0.29541   0.29126   0.28677   0.28265   0.27792   0.27383   0.26980   0.26584   0.26139   0.25758   0.25372   0.24953   0.24564   0.24121   0.23841   0.23444   0.22966   0.22676   0.22319   0.22015
   0.49221   0.49562   0.49521   0.49270   0.48847   0.48318   0.47717   0.47055   0.46365   0.45641   0.44912   0.44162   0.43407   0.42642   0.41880   0.41077   0.40312   0.39512   0.38720   0.37901   0.37102   0.36267   0.35436   0.34581   0.33722   0.32830   0.31928   0.31037   0.30118   0.29149   0.28215   0.27231   0.26192   0.25210   0.24158   0.23113   0.22014   0.20914   0.19853   0.18707   0.17561   0.16435   0.15301   0.14169   0.12853   0.11778   0.10576   0.09324   0.08189   0.07009   0.05798   0.04560   0.03494   0.02192   0.01272  -0.00089  -0.01197  -0.02249  -0.03315  -0.04170
   0.52042   0.52462   0.52399   0.52079   0.51534   0.50856   0.50088   0.49248   0.48356   0.47418   0.46482   0.45500   0.44514   0.43512   0.42494   0.41447   0.40422   0.39342   0.38268   0.37168   0.36045   0.34900   0.33747   0.32557   0.31353   0.30098   0.28809   0.27541   0.26201   0.24822   0.23500   0.22063   0.20607   0.19161   0.17752   0.16427   0.14956   0.13653   0.12463   0.11479   0.10723   0.10208   0.10256   0.10989   0.13188   0.15877   0.21091   0.29573   0.41074   0.58758   0.86364   1.29565   1.87997   3.07317   4.59905  10.22587****************************************
   0.54310   0.54802   0.54717   0.54327   0.53692   0.52890   0.51992   0.50998   0.49943   0.48845   0.47735   0.46565   0.45398   0.44201   0.42985   0.41742   0.40503   0.39206   0.37919   0.36592   0.35248   0.33866   0.32471   0.31060   0.29624   0.28183   0.26685   0.25266   0.23781   0.22345   0.21045   0.19775   0.18706   0.17969   0.17478   0.17525   0.18347   0.19807   0.22288   0.25023   0.27819   0.29789   0.28123   0.22211   0.12086   0.06187   0.05069   0.13046   0.27522   0.49513   0.81013   1.26887   1.86701   3.06873   4.59734  10.22565****************************************
   0.56195   0.56739   0.56641   0.56197   0.55479   0.54581   0.53562   0.52445   0.51256   0.50012   0.48761   0.47437   0.46112   0.44760   0.43382   0.41976   0.40567   0.39114   0.37650   0.36154   0.34664   0.33124   0.31598   0.30066   0.28542   0.27053   0.25546   0.24180   0.22881   0.21706   0.20738   0.19888   0.19214   0.18522   0.17656   0.16531   0.14869   0.13498   0.13140   0.14063   0.15873   0.17226   0.14700   0.08513   0.16035   0.79510   1.11117   0.08956   0.09732   0.38090   0.75076   1.24102   1.85386   3.06426   4.59562  10.22543****************************************
   0.57796   0.58388   0.58284   0.57788   0.57003   0.56011   0.54895   0.53664   0.52357   0.50991   0.49612   0.48154   0.46700   0.45215   0.43698   0.42161   0.40610   0.39034   0.37443   0.35829   0.34242   0.32615   0.31029   0.29467   0.27946   0.26492   0.25093   0.23840   0.22674   0.21673   0.20758   0.19883   0.18997   0.18163   0.17540   0.17302   0.18497   0.20337   0.19936   0.16258   0.11976   0.09604   0.11135   0.42674   0.07186   0.73995   1.07852   0.33296   0.24944   0.23231   0.68424   1.21203   1.84052   3.05978   4.59391  10.22521****************************************
   0.59183   0.59816   0.59701   0.59168   0.58315   0.57243   0.56038   0.54709   0.53303   0.51822   0.50333   0.48760   0.47190   0.45588   0.43958   0.42303   0.40657   0.38978   0.37288   0.35600   0.33942   0.32282   0.30678   0.29113   0.27627   0.26232   0.24943   0.23776   0.22656   0.21688   0.20760   0.19899   0.19098   0.18344   0.17588   0.16720   0.14848   0.13557   0.12475   0.12747   0.21503   0.34373   0.22979   0.31551   0.60167   0.67848   1.04423   0.17787   0.06848   0.04263   0.60769   1.18181   1.82699   3.05528   4.59219  10.22499****************************************
   0.60402   0.61068   0.60954   0.60374   0.59468   0.58323   0.57033   0.55610   0.54112   0.52533   0.50941   0.49273   0.47605   0.45901   0.44171   0.42423   0.40692   0.38935   0.37179   0.35432   0.33740   0.32066   0.30461   0.28927   0.27491   0.26124   0.24902   0.23731   0.22676   0.21692   0.20728   0.19863   0.19059   0.18278   0.17600   0.17128   0.18499   0.20085   0.22310   0.19969   0.10934   0.22410   0.09972   0.17940   0.52256   0.60911   1.00790   0.03037   0.62574   1.43416   0.51763   1.15014   1.81324   3.05077   4.59048  10.22477****************************************
   0.61470   0.62188   0.62062   0.61445   0.60483   0.59272   0.57913   0.56401   0.54816   0.53161   0.51466   0.49715   0.47955   0.46157   0.44350   0.42521   0.40706   0.38876   0.37095   0.35307   0.33604   0.31934   0.30328   0.28821   0.27413   0.26091   0.24893   0.23752   0.22673   0.21660   0.20721   0.19884   0.19064   0.18276   0.17605   0.16710   0.14780   0.13523   0.13145   0.11493   0.26536   0.10481   0.30264   0.07219   0.42878   0.52936   0.96929   2.17858   0.54268   1.41276   0.40658   1.11684   1.79927   3.04625   4.58875  10.22455****************************************
   0.62432   0.63178   0.63056   0.62398   0.61396   0.60111   0.58689   0.57110   0.55441   0.53704   0.51916   0.50093   0.48243   0.46371   0.44491   0.42604   0.40717   0.38848   0.37030   0.35223   0.33517   0.31843   0.30241   0.28768   0.27395   0.26100   0.24873   0.23762   0.22665   0.21660   0.20761   0.19846   0.19093   0.18328   0.17626   0.17165   0.18667   0.20235   0.20004   0.25065   0.14634   0.28025   0.17013   0.60575   0.31397   0.43442   0.92811   2.16966   0.44307   1.39066   0.26249   1.08174   1.78507   3.04172   4.58703  10.22433****************************************
   0.63290   0.64076   0.63951   0.63265   0.62209   0.60869   0.59381   0.57731   0.55986   0.54175   0.52308   0.50423   0.48494   0.46550   0.44612   0.42666   0.40732   0.38837   0.36998   0.35160   0.33452   0.31792   0.30226   0.28764   0.27365   0.26080   0.24880   0.23718   0.22689   0.21672   0.20739   0.19917   0.19053   0.18224   0.17556   0.16780   0.14846   0.13606   0.12478   0.14150   0.13913   0.15283   0.08699   0.52917   0.17104   0.31767   0.88395   2.16061   0.31783   1.36790   0.06943   1.04459   1.77062   3.03716   4.58530  10.22411****************************************
   0.64070   0.64889   0.64758   0.64044   0.62948   0.61554   0.60005   0.58289   0.56480   0.54586   0.52652   0.50701   0.48709   0.46711   0.44704   0.42717   0.40745   0.38822   0.36956   0.35111   0.33411   0.31756   0.30212   0.28740   0.27362   0.26088   0.24855   0.23713   0.22649   0.21699   0.20711   0.19885   0.19084   0.18310   0.17628   0.17122   0.18496   0.20088   0.22185   0.16032   0.15293   0.11650   0.41697   0.43941   0.06360   0.17008   0.83617   2.15151   0.15238   1.34439   0.58973   1.00506   1.75592   3.03260   4.58358  10.22389****************************************
