  0.434016245  0.433806020  0.433747376  0.433595184  0.433408927  0.433297606  0.433111919  0.432941969  0.432791653  0.432633872
  0.457917878  0.457667277  0.457499527  0.457251853  0.456918924  0.456766431  0.456527367  0.456228942  0.455927797  0.455756190
  0.476227644  0.475888151  0.475585023  0.475320750  0.474943640  0.474682436  0.474400013  0.474061097  0.473696708  0.473386462
  0.490819500  0.490459821  0.490064197  0.489745215  0.489289932  0.488963710  0.488603288  0.488242004  0.487828346  0.487483822
  0.502790664  0.502414024  0.501951095  0.501613021  0.501074975  0.500717201  0.500233580  0.499888504  0.499411034  0.499070272
  0.512773303  0.512385500  0.511867408  0.511510844  0.510938125  0.510539664  0.510023405  0.509591775  0.509099555  0.508685254
  0.521285378  0.520830219  0.520290008  0.519930578  0.519293220  0.518919525  0.518329267  0.517839899  0.517358237  0.516866891
  0.528566656  0.528089308  0.527538533  0.527131140  0.526472808  0.526059868  0.525454642  0.524937273  0.524436807  0.523876025
  0.534890168  0.534432886  0.533770872  0.533433849  0.532712471  0.532224129  0.531632838  0.531062523  0.530590498  0.529997240
  0.540415583  0.539962818  0.539271062  0.538915073  0.538154716  0.537648124  0.537015744  0.536411315  0.535944287  0.535291649
  0.545284827  0.544811309  0.544110326  0.543698884  0.542954139  0.542446847  0.541754049  0.541103294  0.540615986  0.539948723
  0.549572910  0.549095916  0.548435585  0.547934465  0.547165049  0.546663900  0.545914124  0.545292179  0.544752548  0.544080732
  0.553387311  0.552891198  0.552218098  0.551661541  0.550881482  0.550411090  0.549644444  0.548953211  0.548404008  0.547744892
  0.556812535  0.556245622  0.555598573  0.554979569  0.554180305  0.553716031  0.552951308  0.552212356  0.551643960  0.550987985
  0.559879258  0.559262361  0.558605155  0.557960936  0.557145080  0.556626193  0.555867740  0.555165773  0.554518264  0.553866219
  0.562604148  0.561919816  0.561278422  0.560612746  0.559784176  0.559309647  0.558487315  0.557774564  0.557097518  0.556429917
  0.565039625  0.564386213  0.563711159  0.562961903  0.562169797  0.561652013  0.560841384  0.560135367  0.559447340  0.558704670
  0.567232871  0.566600827  0.565902407  0.565087333  0.564340669  0.563749152  0.562974017  0.562223858  0.561509629  0.560773253
  0.569240311  0.568539379  0.567811631  0.567024769  0.566271705  0.565630698  0.564860146  0.564097372  0.563368054  0.562607502
  0.571069274  0.570327391  0.569571266  0.568764585  0.568038760  0.567353633  0.566594872  0.565786095  0.565006034  0.564261076
  0.572687519  0.571949575  0.571157139  0.570318376  0.569584668  0.568924696  0.568111080  0.567321291  0.566499968  0.565803761
  0.574176733  0.573394587  0.572591350  0.571768451  0.571024183  0.570332566  0.569491841  0.568712067  0.567871093  0.567156635
  0.575470370  0.574723319  0.573892041  0.573059919  0.572323680  0.571554536  0.570731688  0.569990804  0.569126667  0.568409596
  0.576655649  0.575941267  0.575055890  0.574260123  0.573503551  0.572726310  0.571850231  0.571118996  0.570233976  0.569474109
  0.577763396  0.577007719  0.576118846  0.575318142  0.574580767  0.573755761  0.572889463  0.572140494  0.571264947  0.570441962
